file,title,character,episode
kassos252.mp3,Quelqu'un comme toi,Dirty Fisting,
kassos253.mp3,Pas assez de gadgets,Dirty Fisting,
kassos254.mp3,Il fait chaud,Matrice,
kassos255.mp3,À la piscine...,Fougasse 2.0,
kassos256.mp3,Vieux steak,Fougasse 2.0,
kassos257.mp3,Vieux barbu dégoutant,Fougasse 2.0,
kassos258.mp3,Blanc comme neige,Fougasse 2.0,
kassos259.mp3,Perdu 2,Fougasse 2.0,
kassos26.mp3,Ne mets pas tes tétons...,Lapin du métro,
kassos260.mp3,RFL,RFL,
kassos261.mp3,Génération d'hommes,Bagarre Club,
kassos262.mp3,S'améliorer soi-même,Bagarre Club,
kassos263.mp3,Objets et possession,Bagarre Club,
kassos264.mp3,Où est mon esprit ?,Bagarre Club,
kassos265.mp3,Je me sens vivant,Bagarre Club,
kassos266.mp3,Non (intense),Glaviator,
kassos267.mp3,J'vais te buter commode,Glaviator,
kassos268.mp3,Je sais que je suis mouillé,Les Scrims,
kassos269.mp3,Vroum vroum au paradis,Diesel sans Sansplomb,
kassos27.mp3,Ne mets pas tes testicules...,Lapin du métro,
kassos270.mp3,On tourne on tourne,Diesel sans Sansplomb,
kassos271.mp3,Pet d'assistante sociale,Monsieur Invisible,
kassos272.mp3,C'est dégueulasse !,Monsieur Invisible,
kassos273.mp3,Rondelle sur le mobilier,Monsieur Invisible,
kassos274.mp3,Mettez un slip,Monsieur Invisible,
kassos275.mp3,En route Marcel !,C'est pas coupé,
kassos276.mp3,Comme une aspirine,C'est pas coupé,
kassos277.mp3,Très bonne question,C'est pas coupé,
kassos278.mp3,C'est la cata,C'est pas coupé,
kassos279.mp3,Chauffe Marcel !,C'est pas coupé,
kassos28.mp3,C'est qui le patron ?!,Lapin du métro,
kassos280.mp3,À la prochaine,C'est pas coupé,
kassos281.mp3,Séance de kiné,Kiné le survivant,
kassos282.mp3,Ça va déjà mieux,Kiné le survivant,
kassos283.mp3,Laché de Saiyan,Coppycolo,
kassos284.mp3,Les bons et les mauvais Freezer,Coppycolo,
kassos285.mp3,Histoire d'un Namek,Coppycolo,
kassos286.mp3,Kalimoucho,Les Tortues Clodo,
kassos29.mp3,Là je suis bien,Lapin du métro,
kassos291.mp3,ITI,ITI,
kassos30.mp3,Ça picote,Les Proumfs,
kassos31.mp3,Et mon cul ?,Aspégix et Grodébilix,
kassos32.mp3,Sacré pétrin,Zizimir,
kassos33.mp3,Qui suis-je ?,Papy Fougasse,
kassos34.mp3,Perdu,Papy Fougasse,
kassos35.mp3,So 2009,Les Proumfs,
kassos36.mp3,Hashtag ringard,Les Proumfs,
kassos37.mp3,Hashtag l'hallu,Les Proumfs,
kassos38.mp3,Hashtag abusé,Les Proumfs,
kassos39.mp3,Facebook ça pue,Les Proumfs,
kassos40.mp3,Des sacrés fachos,Les Tortues Clodo,
kassos41.mp3,La boulette,Les Tortues Clodo,
kassos42.mp3,Des gens morts,Monsieur Man,
kassos43.mp3,Bismilha,Les Daltonne,
kassos44.mp3,Bar mitzvâh,Les Daltonne,
kassos45.mp3,Baise ta mère,Moc & Darty,
kassos46.mp3,Je dois répondre,Captain Olivio,
kassos47.mp3,Aspifion,Sachatte & Pedro,
kassos48.mp3,Ras le cul,Hello Kiki,
kassos49.mp3,Je veux de la bite,Hello Kiki,
kassos50.mp3,Dégage,Hello Kiki,
kassos51.mp3,Au contact du vent,Papy Fougasse,
kassos52.mp3,Folindra,Papy Fougasse,
kassos53.mp3,Dit comme ça,Gilles,
kassos54.mp3,Tu pues du cul,Petit Prince,
kassos55.mp3,T'es une connasse !,Petit Prince,
kassos56.mp3,Donné à toi,Wilson et Chuck,
kassos57.mp3,Tu as été en moi,Wilson et Chuck,
kassos58.mp3,Hôpital psychotique,Ariel & Sharon,
kassos59.mp3,Grillée,Ariel & Sharon,
kassos60.mp3,Porkypute,Porkypute,
kassos61.mp3,Seum,Ariel & Sharon,
kassos62.mp3,Porkypute 2,Porkypute,
kassos63.mp3,Fais pas ta pute,Aspégix et Grodébilix,
kassos64.mp3,Descends de tes échavaux,Aspégix et Grodébilix,
kassos65.mp3,Ça sert à rien,Ouai-ouai,
kassos66.mp3,Le colonel me l'a dit,Ptiripou,
kassos67.mp3,Exciser sa grand mère,Ptiripou,
kassos68.mp3,T'es parano,Power Rogers,
kassos69.mp3,Stop les mongoliens,Grumpy Chat,
kassos70.mp3,Va te faire...,Grumpy Chat,
kassos71.mp3,Contre Uno,Yu Gi Uno,
kassos72.mp3,Seigneur Marie Joseph,Totogro,
kassos73.mp3,Le bad...,Teleboubizes,
kassos74.mp3,Faces cheloues,Teleboubizes,
kassos75.mp3,Regarde tes pompes,Scarla,
kassos76.mp3,Taser dans tes burnes,Gadget & Gora,
kassos77.mp3,Il chipera plus personne,Gadget & Gora,
kassos78.mp3,Si t'es sage...,Gadget & Gora,
kassos79.mp3,Mauvaise influence,Teleboubizes,
kassos80.mp3,Trop golri,Teleboubizes,
kassos81.mp3,LAPIN,Teleboubizes,
kassos82.mp3,Bonsoir les enfants,Bonne nuit les chiards,
kassos83.mp3,Dédicasse,Sachatte & Pedro,
kassos84.mp3,La calotte de vos morts,Sachatte & Pedro,
kassos85.mp3,Je vous enc*** tous,Sachatte & Pedro,
kassos86.mp3,Puanteur,50 nuances de Greyjoy,
kassos87.mp3,Choqué,Sex toy story,
kassos88.mp3,Dehors vs dedans,Sex toy story,
kassos89.mp3,Boules de feu,CoeurCourage,
kassos90.mp3,Pas avant le mariage,La Belle et la Belle Bête,
kassos91.mp3,Beauté intérieure,La Belle et la Belle Bête,
kassos92.mp3,C'est la hache,Charles Ingalls de Ligones,
kassos93.mp3,La hache a dit,Charles Ingalls de Ligones,
kassos94.mp3,Impie !,Charles Ingalls de Ligones,
kassos95.mp3,Punis la !,Charles Ingalls de Ligones,
kassos96.mp3,T'approche pas,Diesel & Sansplomb,
kassos97.mp3,Des filles et des voitures,Diesel & Sansplomb,
kassos98.mp3,Huitre fourrée,Daryl vs Wild,
kassos99.mp3,Il est quoi ?,Dr Mesboules,
